song,artist,hip_hop_rnb,genre
No More,Ruff Endz,1,Hip Hop / RnB
No News,Lonestar,0,Country / Rock
No One,Alicia Keys,1,Hip Hop / RnB
No One Else on Earth,Wynonna,0,Country / Rock
No One Needs to Know,Shania Twain,0,Country / Rock
No Place That Far,Sara Evans,0,Country / Rock
No Scrubs,TLC,1,Hip Hop / RnB
No Such Thing as a Broken Heart,Old Dominion,0,Country / Rock
"No, No, No",Destiny's Child,1,Hip Hop / RnB
Nobody,Keith Sweat ,1,Hip Hop / RnB
Nobody's Home,Clint Black,0,Country / Rock
Nobody's Supposed to Be Here,Deborah Cox,1,Hip Hop / RnB
Nobody Knows,Kevin Sharp,0,Country / Rock
Not a Moment Too Soon,Tim McGraw,0,Country / Rock
Not Again,Staind,0,Country / Rock
Not Gon' Cry,Mary J. Blige,1,Hip Hop / RnB
Not on Your Love,Jeff Carson,0,Country / Rock
Nothin' but the Taillights,Clint Black,0,Country / Rock
Nothin' Like You,Dan + Shay,0,Country / Rock
Nothin' on You,B.o.B,1,Hip Hop / RnB
Nothin' to Lose,Josh Gracin,0,Country / Rock
Nothing I Can Do About It Now,Willie Nelson,0,Country / Rock
Nothing On but the Radio,Gary Allan,0,Country / Rock
Numb,Linkin Park,0,Country / Rock
Nuthin' But a 'G' Thang,Dr. Dre,1,Hip Hop / RnB
Oasis,Roberta Flack,1,Hip Hop / RnB
Off on Your Own (Girl),Al B. Sure!,1,Hip Hop / RnB
Oh Boy,Cam'ron ,1,Hip Hop / RnB
Oh Boy / The ROC (Just Fire),Cam'ron ,1,Hip Hop / RnB
Oh No,Mos Def,1,Hip Hop / RnB
Oh No,Mos Def and Pharoahe Monch ,1,Hip Hop / RnB
Old Alabama,Brad Paisley ,0,Country / Rock
Old Enough to Know Better,Wade Hayes,0,Country / Rock
Old Town Road,Lil Nas X,1,Hip Hop / RnB
On & On,Erykah Badu,1,Hip Hop / RnB
On Our Own,Bobby Brown,1,Hip Hop / RnB
On Second Thought,Eddie Rabbitt,0,Country / Rock
One Call Away,Chingy ,1,Hip Hop / RnB
One Hell of an Amen,Brantley Gilbert,0,Country / Rock
One Man Band,Old Dominion,0,Country / Rock
One More Chance / Stay with Me,The Notorious B.I.G.,1,Hip Hop / RnB
One More Day,Diamond Rio,0,Country / Rock
One More Last Chance,Vince Gill,0,Country / Rock
One More Try,George Michael,1,Hip Hop / RnB
One Night at a Time,George Strait,0,Country / Rock
One Number Away,Luke Combs,0,Country / Rock
One of Those Nights,Tim McGraw,0,Country / Rock
One Thing Right,Marshmello and Kane Brown,0,Country / Rock
One Way Ticket (Because I Can),LeAnn Rimes,0,Country / Rock
Online,Brad Paisley,0,Country / Rock
Only,Nicki Minaj,1,Hip Hop / RnB
Only,Nicki Minaj ,1,Hip Hop / RnB
Only in America,Brooks & Dunn,0,Country / Rock
Only You Can Love Me This Way,Keith Urban,0,Country / Rock
Ooo La La La,Teena Marie,1,Hip Hop / RnB
Oops (Oh My),Tweet ,1,Hip Hop / RnB
Open Your Eyes,Disturbed,0,Country / Rock
Our Kind of Love,Lady Antebellum,0,Country / Rock
Our Song,Taylor Swift,0,Country / Rock
Ours,Taylor Swift,0,Country / Rock
Out Last Night,Kenny Chesney,0,Country / Rock
Out of Time,Stone Temple Pilots with Chester Bennington,0,Country / Rock
Outside,Aaron Lewis with Fred Durst,0,Country / Rock
Over,Blake Shelton,0,Country / Rock
Over,Drake,1,Hip Hop / RnB
Over You,Miranda Lambert,0,Country / Rock
Overnight Celebrity,Twista,1,Hip Hop / RnB
P.I.M.P.,50 Cent,1,Hip Hop / RnB
Pain,Three Days Grace,0,Country / Rock
Painkiller,Three Days Grace,0,Country / Rock
Panda,Desiigner,1,Hip Hop / RnB
Panic Attack,The Glorious Sons,0,Country / Rock
Papers,Usher,1,Hip Hop / RnB
Paradise,Sade,1,Hip Hop / RnB
Paralyzer,Finger Eleven,0,Country / Rock
Party Like a Rockstar,Shop Boyz,1,Hip Hop / RnB
People Are Crazy,Billy Currington,0,Country / Rock
Perfect Love,Trisha Yearwood,0,Country / Rock
Perfect Storm,Brad Paisley,0,Country / Rock
Photograph,Nickelback,0,Country / Rock
Pickup Man,Joe Diffie,0,Country / Rock
Piece of My Heart,Faith Hill,0,Country / Rock
Planes,Jeremih ,1,Hip Hop / RnB
Play It Again,Luke Bryan,0,Country / Rock
Play Something Country,Brooks & Dunn,0,Country / Rock
Please Me,Cardi B,1,Hip Hop / RnB
Please Remember Me,Tim McGraw,0,Country / Rock
Poison,Bell Biv DeVoe,1,Hip Hop / RnB
Pontoon,Little Big Town,0,Country / Rock
Pony,Ginuwine,1,Hip Hop / RnB
Pop Goes the Weasel,3rd Bass,1,Hip Hop / RnB
Porn Star Dancing,My Darkest Days ,0,Country / Rock
Pour It Up,Rihanna,1,Hip Hop / RnB
Power of Love/Love Power,Luther Vandross,1,Hip Hop / RnB
Power Trip,J. Cole ,1,Hip Hop / RnB
Practice What You Preach,Barry White,1,Hip Hop / RnB
Prayed for You,Matt Stell,0,Country / Rock
Pretty Good at Drinkin' Beer,Billy Currington,0,Country / Rock
Pretty Wings,Maxwell,1,Hip Hop / RnB
Private Line,Gerald Levert,1,Hip Hop / RnB
Promise,Ciara,1,Hip Hop / RnB
Promise,Jagged Edge,1,Hip Hop / RnB
Psycho,Post Malone,1,Hip Hop / RnB
Psycho[79],Puddle of Mudd,0,Country / Rock
Pullin' Me Back,Chingy ,1,Hip Hop / RnB
Purple Pills,D12,1,Hip Hop / RnB
Put On,Young Jeezy ,1,Hip Hop / RnB
Rain Is a Good Thing,Luke Bryan,0,Country / Rock
Raise 'Em Up,Keith Urban ,0,Country / Rock
Raise Up,Petey Pablo,1,Hip Hop / RnB
Rap God,Eminem,1,Hip Hop / RnB
Rats,Ghost,0,Country / Rock
Ready or Not,After 7,1,Hip Hop / RnB
Real Good Man,Tim McGraw,0,Country / Rock
Real Love,Jody Watley,1,Hip Hop / RnB
Real Love,Mary J. Blige,1,Hip Hop / RnB
Real Love,Skyy,1,Hip Hop / RnB
Reality,Kenny Chesney,0,Country / Rock
Rearview Town,Jason Aldean,0,Country / Rock
Rebecca Lynn,Bryan White,0,Country / Rock
Reckless,Alabama,0,Country / Rock
Red Dirt Road,Brooks & Dunn,0,Country / Rock
Redneck Woman,Gretchen Wilson,0,Country / Rock
Remedy,Seether,0,Country / Rock
Remember (The First Time),Eric Gable,1,Hip Hop / RnB
Remember the Time,Michael Jackson,1,Hip Hop / RnB
Remember When,Alan Jackson,0,Country / Rock
Remember When[22],Bad Wolves,0,Country / Rock
Remember You Young,Thomas Rhett,0,Country / Rock
Remind Me,"Brad Paisley, duet with Carrie Underwood",0,Country / Rock
Rhythm Nation,Janet Jackson,1,Hip Hop / RnB
Right Above It,Lil Wayne,1,Hip Hop / RnB
Right Here,Staind,0,Country / Rock
Right Here/Human Nature,SWV,1,Hip Hop / RnB
Right Left Wrong,Three Days Grace,0,Country / Rock
Right Now,Al B. Sure!,1,Hip Hop / RnB
Right on the Money,Alan Jackson,0,Country / Rock
Right Thurr,Chingy,1,Hip Hop / RnB
Rise 'n' Shine,Kool Moe Dee,1,Hip Hop / RnB
River of Love,George Strait,0,Country / Rock
Road Less Traveled,Lauren Alaina,0,Country / Rock
Rock 'N Roll Train,AC/DC,0,Country / Rock
Rockin' Years,Dolly Parton with Ricky Van Shelton,0,Country / Rock
Rockstar,Post Malone,1,Hip Hop / RnB
Roll with It,Easton Corbin,0,Country / Rock
Roll with Me,Montgomery Gentry,0,Country / Rock
Roller Coaster,Luke Bryan,0,Country / Rock
Romantic,Karyn White,1,Hip Hop / RnB
Rope,Foo Fighters,0,Country / Rock
Roses Are Red,The Mac Band,1,Hip Hop / RnB
Round About Way,George Strait,0,Country / Rock
Round and Round,Jonell ,1,Hip Hop / RnB
Round Here,Florida Georgia Line,0,Country / Rock
Roxanne,Arizona Zervas,1,Hip Hop / RnB
Rub You the Right Way,Johnny Gill,1,Hip Hop / RnB
Rumor,Lee Brice,0,Country / Rock
Rumor Has It,Clay Walker,0,Country / Rock
Run,Foo Fighters,0,Country / Rock
Run It!,Chris Brown,1,Hip Hop / RnB
Run This Town,Jay-Z ,1,Hip Hop / RnB
Runaway Love,Ludacris ,1,Hip Hop / RnB
Runnin' Outta Moonlight,Randy Houser,0,Country / Rock
Running Back to You,Vanessa Williams,1,Hip Hop / RnB
Running Out of Reasons to Run,Rick Trevino,0,Country / Rock
Rx (Medicate),Theory of a Deadman,0,Country / Rock
S.O.S. (Sawed Off Shotgun),The Glorious Sons,0,Country / Rock
Sad!,XXXTentacion,1,Hip Hop / RnB
Safari Song,Greta Van Fleet,0,Country / Rock
Sangria,Blake Shelton,0,Country / Rock
Satisfy You,Puff Daddy ,1,Hip Hop / RnB
Save It for a Rainy Day,Kenny Chesney,0,Country / Rock
Save Me,Shinedown,0,Country / Rock
Save the Best For Last,Vanessa Williams,1,Hip Hop / RnB
Say Goodbye,Chris Brown,1,Hip Hop / RnB
Say My Name,Destiny's Child,1,Hip Hop / RnB
Say Something,Timbaland,1,Hip Hop / RnB
Say Something,Timbaland ,1,Hip Hop / RnB
Say You'll Haunt Me,Stone Sour,0,Country / Rock
Say You Do,Dierks Bentley,0,Country / Rock
Second Chance (2009)[88],Shinedown,0,Country / Rock
See You Again,Wiz Khalifa,1,Hip Hop / RnB
See You Again,Wiz Khalifa ,1,Hip Hop / RnB
Seein' Red,Dustin Lynch,0,Country / Rock
Self-Destruction,Stop the Violence Movement,1,Hip Hop / RnB
Send the Pain Below,Chevelle,0,Country / Rock
Sensitivity,Ralph Tresvant,1,Hip Hop / RnB
Separated,Avant,1,Hip Hop / RnB
Settle for a Slowdown,Dierks Bentley,0,Country / Rock
Settlin',Sugarland,0,Country / Rock
Sex Therapy,Robin Thicke,1,Hip Hop / RnB
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",1,Hip Hop / RnB
Sham Pain,Five Finger Death Punch,0,Country / Rock
Shameless,Garth Brooks,0,Country / Rock
Shawty,Plies ,1,Hip Hop / RnB
She'll Leave You with a Smile,George Strait,0,Country / Rock
She's Country,Jason Aldean,0,Country / Rock
She's Crazy for Leavin',Rodney Crowell,0,Country / Rock
She's Every Woman,Garth Brooks,0,Country / Rock
She's Everything,Brad Paisley,0,Country / Rock
She's Got It All,Kenny Chesney,0,Country / Rock
She's Got the Rhythm (And I Got the Blues),Alan Jackson,0,Country / Rock
She's in Love with the Boy,Trisha Yearwood,0,Country / Rock
She's Not the Cheatin' Kind,Brooks & Dunn,0,Country / Rock
She's On the Left,Jeffrey Osborne,1,Hip Hop / RnB
She Don't Know She's Beautiful,Sammy Kershaw,0,Country / Rock
She Got the Best of Me,Luke Combs,0,Country / Rock
She Hates Me,Puddle of Mudd,0,Country / Rock
She Is His Only Need,Wynonna,0,Country / Rock
She Let Herself Go,George Strait,0,Country / Rock
She Never Cried in Front of Me,Toby Keith,0,Country / Rock
She Never Lets It Go to Her Heart,Tim McGraw,0,Country / Rock
She Used to Be Mine,Brooks & Dunn,0,Country / Rock
She Will,Lil Wayne ,1,Hip Hop / RnB
She Wouldn't Be Gone,Blake Shelton,0,Country / Rock
Shepherd of Fire,Avenged Sevenfold,0,Country / Rock
Shortie Like Mine,Bow Wow ,1,Hip Hop / RnB
Shotgun Rider,Tim McGraw,0,Country / Rock
Should've Been a Cowboy,Toby Keith,0,Country / Rock
Should've Said No,Taylor Swift,0,Country / Rock
Shoulder Lean,Young Dro ,1,Hip Hop / RnB
Show and Tell,Peabo Bryson,1,Hip Hop / RnB
Shower Me With Your Love,Surface,1,Hip Hop / RnB
Shut Up and Kiss Me,Mary Chapin Carpenter,0,Country / Rock
Sicko Mode,Travis Scott,1,Hip Hop / RnB
Sideways,Dierks Bentley,0,Country / Rock
Simple,Florida Georgia Line,0,Country / Rock
Single Ladies (Put a Ring on It),Beyoncé,1,Hip Hop / RnB
Single White Female,Chely Wright,0,Country / Rock
Singles You Up,Jordan Davis,0,Country / Rock
Sippin' on Fire,Florida Georgia Line,0,Country / Rock
Sittin' on Go,Bryan White,0,Country / Rock
Sixteen,Thomas Rhett,0,Country / Rock
Slither,Velvet Revolver,0,Country / Rock
Slow Dance (Hey Mr. DJ),R. Kelly and Public Announcement,1,Hip Hop / RnB
Slow Down,Bobby Valentino,1,Hip Hop / RnB
Slow Jamz,Twista ,1,Hip Hop / RnB
Slow Motion,Juvenile ,1,Hip Hop / RnB
Small Town Boy,Dustin Lynch,0,Country / Rock
Small Town Southern Man,Alan Jackson,0,Country / Rock
Small Town USA,Justin Moore,0,Country / Rock
Smile,Lonestar,0,Country / Rock
Smoke,A Thousand Horses,0,Country / Rock
Smooth Operator,Big Daddy Kane,1,Hip Hop / RnB
Snap Yo Fingers,Lil Jon ,1,Hip Hop / RnB
So Far Away,Avenged Sevenfold,0,Country / Rock
So Far Away,Staind,0,Country / Rock
So Gone,Monica,1,Hip Hop / RnB
So Much for Pretending,Bryan White,0,Country / Rock
So Small,Carrie Underwood,0,Country / Rock
So You Like What You See,Samuelle,1,Hip Hop / RnB
Sober Saturday Night,Chris Young ,0,Country / Rock
Sold (The Grundy County Auction Incident),John Michael Montgomery,0,Country / Rock
Some Beach,Blake Shelton,0,Country / Rock
Some Girls Do,Sawyer Brown,0,Country / Rock
Some of It,Eric Church,0,Country / Rock
Somebody,Reba McEntire,0,Country / Rock
Somebody's Heartbreak,Hunter Hayes,0,Country / Rock
Somebody Else Will,Justin Moore,0,Country / Rock
Somebody for Me,Heavy D & the Boyz,1,Hip Hop / RnB
Somebody Like You,Keith Urban,0,Country / Rock
Someday,Alan Jackson,0,Country / Rock
Someone Else's Star,Bryan White,0,Country / Rock
Someone Else Calling You Baby,Luke Bryan,0,Country / Rock
Somethin' 'Bout a Truck,Kip Moore,0,Country / Rock
Somethin' Bad,Miranda Lambert duet with Carrie Underwood,0,Country / Rock
Something from Nothing,Foo Fighters,0,Country / Rock
Something in the Water,Carrie Underwood,0,Country / Rock
Something in the Way (You Make Me Feel),Stephanie Mills,1,Hip Hop / RnB
Something in Your Mouth,Nickelback,0,Country / Rock
Something Like That,Tim McGraw,0,Country / Rock
Something to Be Proud Of,Montgomery Gentry,0,Country / Rock
Somewhere I Belong,Linkin Park,0,Country / Rock
Somewhere in My Car,Keith Urban,0,Country / Rock
Somewhere Other Than the Night,Garth Brooks,0,Country / Rock
Somewhere with You,Kenny Chesney,0,Country / Rock
Song #3[18],Stone Sour,0,Country / Rock
Song of the South,Alabama,0,Country / Rock
Soul Survivor,Young Jeezy ,1,Hip Hop / RnB
Souljas,Master P,1,Hip Hop / RnB
Sound of Madness,Shinedown,0,Country / Rock
Southern Star,Alabama,0,Country / Rock
Southern Voice,Tim McGraw,0,Country / Rock
Sparks Fly,Taylor Swift,0,Country / Rock
Speak,Godsmack,0,Country / Rock
Speechless,Dan + Shay,0,Country / Rock
Spend My Life with You,Eric Benet ,1,Hip Hop / RnB
Spotlight,Jennifer Hudson,1,Hip Hop / RnB
Spread My Wings,Troop,1,Hip Hop / RnB
Springsteen,Eric Church,0,Country / Rock
Square Hammer,Ghost,0,Country / Rock
Stand,Rascal Flatts,0,Country / Rock
Stand Beside Me,Jo Dee Messina,0,Country / Rock
Stand Up,All That Remains,0,Country / Rock
Stand Up,Ludacris ,1,Hip Hop / RnB
Star of the Show,Thomas Rhett,0,Country / Rock
Start a Band,Brad Paisley duet with Keith Urban,0,Country / Rock
Start of a Romance,Skyy,1,Hip Hop / RnB
Started from the Bottom,Drake,1,Hip Hop / RnB
State of My Head,Shinedown,0,Country / Rock
Stay,Florida Georgia Line,0,Country / Rock
Stay,Jodeci,1,Hip Hop / RnB
Step in the Name of Love,R. Kelly,1,Hip Hop / RnB
Sticks and Stones,Tracy Lawrence,0,Country / Rock
Stiff Upper Lip,AC/DC,0,Country / Rock
Still Breathing,Green Day,0,Country / Rock
Still Counting,Volbeat,0,Country / Rock
Still Frame,Trapt,0,Country / Rock
Stone,Alice in Chains,0,Country / Rock
Straight Out of Line,Godsmack,0,Country / Rock
Straight Tequila Night,John Anderson,0,Country / Rock
Strawberry Wine,Deana Carter,0,Country / Rock
Strip It Down,Luke Bryan,0,Country / Rock
Studio,Schoolboy Q ,1,Hip Hop / RnB
Stutter,Joe ,1,Hip Hop / RnB
Sucker for Pain,Lil Wayne,1,Hip Hop / RnB
Suds in the Bucket,Sara Evans,0,Country / Rock
Suit & Tie,Justin Timberlake ,1,Hip Hop / RnB
Summer's Comin',Clint Black,0,Country / Rock
Summer Sixteen,Drake,1,Hip Hop / RnB
Summertime,DJ Jazzy Jeff & The Fresh Prince,1,Hip Hop / RnB
Summertime,Kenny Chesney,0,Country / Rock
Summertime Blues,Alan Jackson,0,Country / Rock
Sun Daze,Florida Georgia Line,0,Country / Rock
Sunday in the South,Shenandoah,0,Country / Rock
Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,1,Hip Hop / RnB
Sunny and 75,Joe Nichols,0,Country / Rock
"Sunrise, Sunburn, Sunset",Luke Bryan,0,Country / Rock
Sunshine & Whiskey,Frankie Ballard,0,Country / Rock
Superwoman,Karyn White,1,Hip Hop / RnB
Sure Be Cool If You Did,Blake Shelton,0,Country / Rock
Sure Thing,Miguel,1,Hip Hop / RnB
Sweet Annie,Zac Brown Band,0,Country / Rock
Sweet November,Troop,1,Hip Hop / RnB
Sweet Thing,Keith Urban,0,Country / Rock
Take a Back Road,Rodney Atkins,0,Country / Rock
Take a Bow,Rihanna,1,Hip Hop / RnB
Take a Little Ride,Jason Aldean,0,Country / Rock
Take Me Down,The Pretty Reckless,0,Country / Rock
Take Me There,Rascal Flatts,0,Country / Rock
Take Out the Gunman,Chevelle,0,Country / Rock
Take Your Time,Sam Hunt,0,Country / Rock
Talk Dirty,Jason Derulo ,1,Hip Hop / RnB
"Tall, Tall Trees",Alan Jackson,0,Country / Rock
Talladega,Eric Church,0,Country / Rock
Tell Her,Lonestar,0,Country / Rock
Tell Me What You Want Me to Do,Tevin Campbell,1,Hip Hop / RnB
Temporary Home,Carrie Underwood,0,Country / Rock
Ten Rounds with José Cuervo,Tracy Byrd,0,Country / Rock
Tender Kisses,Tracie Spencer,1,Hip Hop / RnB
Tender Lover,Babyface,1,Hip Hop / RnB
Tennessee,Arrested Development,1,Hip Hop / RnB
Tennessee Whiskey,Chris Stapleton,0,Country / Rock
Tequila,Dan + Shay,0,Country / Rock
Tequila Makes Her Clothes Fall Off,Joe Nichols,0,Country / Rock
Texas Tornado,Tracy Lawrence,0,Country / Rock
Tha Crossroads,Bone Thugs N Harmony,1,Hip Hop / RnB
Thank God for You,Sawyer Brown,0,Country / Rock
Thank God I Found You,Mariah Carey ,1,Hip Hop / RnB
Thanks for My Child,Cheryl Pepsii Riley,1,Hip Hop / RnB
That's as Close as I'll Get to Loving You,Aaron Tippin,0,Country / Rock
That's How Country Boys Roll,Billy Currington,0,Country / Rock
That's My Kind of Night,Luke Bryan,0,Country / Rock
That's the Way,Jo Dee Messina,0,Country / Rock
That's the Way Love Goes,Janet Jackson,1,Hip Hop / RnB
That's What I Love About Sunday,Craig Morgan,0,Country / Rock
That Ain't No Way to Go,Brooks & Dunn,0,Country / Rock
That Summer,Garth Brooks,0,Country / Rock
The Baby,Blake Shelton,0,Country / Rock
The Beaches of Cheyenne,Garth Brooks,0,Country / Rock
The Best Day,George Strait,0,Country / Rock
The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1,Hip Hop / RnB
The Big One,George Strait,0,Country / Rock
The Blues,Tony! Toni! Toné!,1,Hip Hop / RnB
The Boomin' System,LL Cool J,1,Hip Hop / RnB
The Boy Is Mine,Brandy and Monica,1,Hip Hop / RnB
The Boys of Fall,Kenny Chesney,0,Country / Rock
The Chubbster,Chubb Rock,1,Hip Hop / RnB
The Church on Cumberland Road,Shenandoah,0,Country / Rock
The Cowboy in Me,Tim McGraw,0,Country / Rock
The Crow & the Butterfly,Shinedown,0,Country / Rock
The D.O.C. & The Doctor,The D.O.C.,1,Hip Hop / RnB
The Dance,Garth Brooks,0,Country / Rock
The Day That Never Comes,Metallica,0,Country / Rock
The Devil's Bleeding Crown[16],Volbeat,0,Country / Rock
The First Night,Monica,1,Hip Hop / RnB
The First Time,Surface,1,Hip Hop / RnB
The Git Up,Blanco Brown,0,Country / Rock
The Good Life,Three Days Grace,0,Country / Rock
The Good Stuff,Kenny Chesney,0,Country / Rock
The Hangman's Body Count,Volbeat,0,Country / Rock
The Heart Is a Lonely Hunter,Reba McEntire,0,Country / Rock
The Heart Won't Lie,Reba McEntire & Vince Gill,0,Country / Rock
The High Road,Three Days Grace,0,Country / Rock
The Hills,The Weeknd,1,Hip Hop / RnB
The House That Built Me,Miranda Lambert,0,Country / Rock
The Humpty Dance,Digital Underground,1,Hip Hop / RnB
The Jester,Badflower,0,Country / Rock
The Light,Disturbed,0,Country / Rock
The Little Girl,John Michael Montgomery,0,Country / Rock
The Long Goodbye,Brooks & Dunn,0,Country / Rock
The Man I Want to Be,Chris Young,0,Country / Rock
The Monster,Eminem,1,Hip Hop / RnB
The Monster,Eminem ,1,Hip Hop / RnB
The Motto,Drake,1,Hip Hop / RnB
The Motto,Drake ,1,Hip Hop / RnB
The Mountain,Three Days Grace,0,Country / Rock
The One That Got Away,Jake Owen,0,Country / Rock
The Ones That Didn't Make It Back Home,Justin Moore,0,Country / Rock
The Only Way I Know,Jason Aldean with Luke Bryan and Eric Church,0,Country / Rock
The Otherside,Red Sun Rising,0,Country / Rock
The Pot,Tool,0,Country / Rock
The Power,Snap!,1,Hip Hop / RnB
The Pretender,Foo Fighters,0,Country / Rock
The River,Garth Brooks,0,Country / Rock
The Secret Garden (Sweet Seduction Suite),"Quincy Jones with Al B. Sure!, James Ingram, El DeBarge and Barry White",1,Hip Hop / RnB
The Sex Is Good,Saving Abel,0,Country / Rock
The Shoes You're Wearing,Clint Black,0,Country / Rock
The Sky Is a Neighborhood,Foo Fighters,0,Country / Rock
The Sound of Silence,Disturbed,0,Country / Rock
The Thunder Rolls,Garth Brooks,0,Country / Rock
The Truth,Jason Aldean,0,Country / Rock
The Vengeful One,Disturbed,0,Country / Rock
The Way You Love Me,Faith Hill,0,Country / Rock
The Way You Love Me,Karyn White,1,Hip Hop / RnB
The Way You Make Me Feel,Michael Jackson,1,Hip Hop / RnB
The Way You Move,Outkast ,1,Hip Hop / RnB
The World,Brad Paisley,0,Country / Rock
The Worst,Jhené Aiko,1,Hip Hop / RnB
Then,Brad Paisley,0,Country / Rock
There's Your Trouble,Dixie Chicks,0,Country / Rock
There Ain't Nothin' Wrong with the Radio,Aaron Tippin,0,Country / Rock
There Goes,Alan Jackson,0,Country / Rock
There Goes My Baby,Usher,1,Hip Hop / RnB
There Goes My Life,Kenny Chesney,0,Country / Rock
There Is No Arizona,Jamie O'Neal,0,Country / Rock
These Are My People,Rodney Atkins,0,Country / Rock
These Days,Rascal Flatts,0,Country / Rock
Thieves in the Temple,Prince,1,Hip Hop / RnB
Thinkin' About You,Trisha Yearwood,0,Country / Rock
Third Rock from the Sun,Joe Diffie,0,Country / Rock
This,Darius Rucker,0,Country / Rock
This Is America,Childish Gambino,1,Hip Hop / RnB
This Is How We Do It,Montell Jordan,1,Hip Hop / RnB
This Is How We Roll,Florida Georgia Line ,0,Country / Rock
This Is It,Scotty McCreery,0,Country / Rock
This Is Why I'm Hot,Mims,1,Hip Hop / RnB
This Kiss,Faith Hill,0,Country / Rock
This Woman and This Man,Clay Walker,0,Country / Rock
Three Wooden Crosses,Randy Travis,0,Country / Rock
Thrift Shop,Macklemore & Ryan Lewis ,1,Hip Hop / RnB
Thrift Shop,Macklemore and Ryan Lewis,1,Hip Hop / RnB
Throne,Bring Me the Horizon,0,Country / Rock
Through Glass,Stone Sour,0,Country / Rock
Throw Sum Mo,Rae Sremmurd ,1,Hip Hop / RnB
Ticks,Brad Paisley,0,Country / Rock
Til It's Gone,Kenny Chesney,0,Country / Rock
Til My Last Day,Justin Moore,0,Country / Rock
Timber,Pitbull,1,Hip Hop / RnB
"Timber, I'm Falling in Love",Patty Loveless,0,Country / Rock
Time Marches On,Tracy Lawrence,0,Country / Rock
Time of Our Lives,Pitbull,1,Hip Hop / RnB
Tipsy,J-Kwon,1,Hip Hop / RnB
Tired,Stone Sour,0,Country / Rock
To Be Loved by You,Wynonna,0,Country / Rock
To Make You Feel My Love,Garth Brooks,0,Country / Rock
Toes,Zac Brown Band,0,Country / Rock
Tomorrow,Chris Young,0,Country / Rock
"Tomorrow (A Better You, A Better Me)",Quincy Jones ,1,Hip Hop / RnB
Tonight,Seether,0,Country / Rock
Tonight Looks Good on You,Jason Aldean,0,Country / Rock
Too Bad,Nickelback,0,Country / Rock
Too Busy Being in Love,Doug Stone,0,Country / Rock
Too Close,Next,1,Hip Hop / RnB
Too Good,Drake,1,Hip Hop / RnB
Torn in Two,Breaking Benjamin,0,Country / Rock
Torn to Pieces,Pop Evil,0,Country / Rock
Tough Little Boys,Gary Allan,0,Country / Rock
Trap Queen,Fetty Wap,1,Hip Hop / RnB
Travelin' Soldier,Dixie Chicks,0,Country / Rock
Treat 'Em Right,Chubb Rock,1,Hip Hop / RnB
Treat Them Like They Want to Be Treated,Father MC,1,Hip Hop / RnB
Trenches[10],Pop Evil,0,Country / Rock
Truffle Butter,Nicki Minaj ,1,Hip Hop / RnB
Truth Hurts,Lizzo,1,Hip Hop / RnB
Tryin' to Get Over You,Vince Gill,0,Country / Rock
Tuesday,ILoveMakonnen ,1,Hip Hop / RnB
Tumblin' Down,Ziggy Marley and the Melody Makers,1,Hip Hop / RnB
Turn On the Radio,Reba[A],0,Country / Rock
Turned Away,Chuckii Booker,1,Hip Hop / RnB
Twisted,Keith Sweat,1,Hip Hop / RnB
Two Dozen Roses,Shenandoah,0,Country / Rock
"Two of a Kind, Workin' on a Full House",Garth Brooks,0,Country / Rock
Two Piña Coladas,Garth Brooks,0,Country / Rock
U Can't Touch This,MC Hammer,1,Hip Hop / RnB
U Got It Bad,Usher,1,Hip Hop / RnB
U Know What's Up,Donell Jones ,1,Hip Hop / RnB
U Remind Me,Usher,1,Hip Hop / RnB
Uhh Ahh,Boyz II Men,1,Hip Hop / RnB
Un-Thinkable (I'm Ready),Alicia Keys,1,Hip Hop / RnB
Unanswered Prayers,Garth Brooks,0,Country / Rock
Unbroken,Tim McGraw,0,Country / Rock
Uncomfortable,Halestorm,0,Country / Rock
Under the Graveyard,Ozzy Osbourne,0,Country / Rock
Under Your Scars,Godsmack,0,Country / Rock
Understanding,Xscape,1,Hip Hop / RnB
Undo It,Carrie Underwood,0,Country / Rock
Unforgettable,French Montana,1,Hip Hop / RnB
Unforgettable,Thomas Rhett,0,Country / Rock
Unity,Shinedown,0,Country / Rock
Until It's Gone,Linkin Park,0,Country / Rock
Untouchable,Above the Law,1,Hip Hop / RnB
Up Down,Morgan Wallen ,0,Country / Rock
Vilify,Device,0,Country / Rock
Vision of Love,Mariah Carey,1,Hip Hop / RnB
Vitamin R (Leading Us Along),Chevelle,0,Country / Rock
Voices,Chris Young,0,Country / Rock
Wagon Wheel,Darius Rucker,0,Country / Rock
Waitin' on a Woman,Brad Paisley,0,Country / Rock
Waking Lions,Pop Evil,0,Country / Rock
Walk,Foo Fighters,0,Country / Rock
Walk on Faith,Mike Reid,0,Country / Rock
Walkin' Away,Clint Black,0,Country / Rock
Wanna Be That Song,Brett Eldredge,0,Country / Rock
Want To,Sugarland,0,Country / Rock
Wanted,Hunter Hayes,0,Country / Rock
Wash It All Away,Five Finger Death Punch,0,Country / Rock
Wasted,Carrie Underwood,0,Country / Rock
Watch Me (Whip/Nae Nae),Silentó,1,Hip Hop / RnB
Watch the Wind Blow By,Tim McGraw,0,Country / Rock
