song,artist,hip_hop_rnb,lyrics,genre
I Hate Everything,George Strait,0,"He was sitting there beside me throwing doubles down When he ordered up his third one he looked around Then he looked at me, said I do believe I'll have one more He said I hate this bar and I hate to drink But on second thought tonight I think I hate everything Then he opened up his billfold and threw a 20 down And a faded photograph fell out and hit the ground And I picked it up, he said thank you bud, I put it in his hand He said I probably ought to throw this one away 'Cause she's the reason I feel this way, I hate everything I hate my job, I hate my life And if it weren't for my two kids, I'd hate my ex-wife I know I should move on and try to start again But I just can't get over her leaving me for him Then he shook his head and looked down at his ring And said I hate everything He said one bedroom apartment where I get my mail Is really not a home, it's more like a jail With a swimming pool and a parking lot view, man that's just great I hate summer, winter, fall and spring Red and yellow, purple, blue and green, I hate everything I hate my job, I hate my life And if it weren't for my two kids, I'd hate my ex-wife I know I should move on and try to start again But I just can't get over her leaving me for him Then he shook his head and looked down at his ring And said I hate everything So I pulled out my phone and I called my house I said babe I'm coming home, we're gonna work this out I paid for his drinks and I told him thanks, thanks for everything",Country / Rock
I Invented Sex,Trey Songz,1,"Hey girl, hey girl, hey girl This goes out to the beautiful girls Hey girl, hey girl, hey girl Which one of y'all, which, which one Which, which one of y'all Which one of y'all going home with Trigga? I see you in the club, ooh, shawty Walking past a nigga looking at me all naughty Then I said, ""Baby, wassup?"" Reach for that hand shake, got a hug Bottles of the Ace got me with a lil buzz Up in VIP with all my thug niggas You leaned over and said you want me Girl, when the valet pull the Benz up Off to the crib, shawty, where we gon' end up Girl, sit back, relax, hold up Let me turn the radio on Girl, when I get you to the crib Upstairs to the bed Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think Girl, when I pull back them sheets And you climb on top of me Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think You gon' think I invented sex You gon' think I invented sex You gon' think I invented sex Put the code in the gate, pull up to the driveway Said she like the way I touch her, listening to Usher I got a confession Now we 'bout to sin, but your body is a blessing Father, forgive me Girl, can we take it up stairs? My bed's waiting there All I wanna do is is give you all of me Won't you give me all of you? I want your body like right now You know I live a Magnum lifestyle Baby, turn the lights down and I'mma turn you on Girl, when I get you to the crib Upstairs to the bed Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think Girl, when I pull back them sheets And you climb on top of me Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think You gon' think I invented sex You gon' think I invented sex 'Cause I do it like I think You gon' think I invented sex All right It's a celebration clap, clap, bravo Lobster and shrimp and a glass of Moscato For the girl who's a student and the friend who's a model Finish the whole bottle and we gonna do it big like this Yeah, and he was just practice He ain't in your world, you can take him off your atlas Girl,  you on fire, can I be the one you match with? I'll give you the credit card and baby you can max this out Show me where your tats is Show me where you heads at, maybe I can grasp it If you ever come up with a question, you should ask it Caught up on your ex still? I can get you past it Yeah, and your friends all suggest What's the chance of this nigga being better than the rest? Just tell 'em you appreciate the help But you just got to know for yourself Girl, when I get you to the crib Upstairs to the bed Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think Girl, when I pull back them sheets And you climb on top of me Girl, you gon' think, girl, you gon' think Girl, you gon' think, girl, you gon' think You gon' think I invented sex You gon' think I invented sex You gon' think I invented sex Now who's coming home with me? Tell me who's coming with me I wanna know who's coming home with? Tell me who's coming with me Is it you? Is it you? Is it you? Is it you? Is it you? Is it you? Is it you? Is it you?",Hip Hop / RnB
I Just Want to Dance with You,George Strait,0,"I don't want to be the kind to hesitate Be too shy, wait too late I don't care what they say other lovers do I just want to dance with you I gotta feeling that you have a heart like mine So let it show, let it shine If we have a chance to make one heart of two I just want to dance with you I want to dance with you, twirl you all around the floor That's what they intended dancing for I just want to dance with you I want to dance with you, hold you in my arms once more That's what they invented dancing for I just want to dance with you I caught you looking at me when I looked at you Yes I did, ain't that true? You won't get embarrassed by the things I do I just want to dance with you Oh the boys are playing softly and the girls are too So am I and so are you If this was a movie, we'd be right on cue I just want to dance with you I want to dance with you, twirl you all around the floor That's what they intended dancing for I just want to dance with you I want to dance with you, hold you in my arms once more That's what they invented dancing for I just want to dance with you I just want to dance with you I just want to dance with you I just want to dance with you",Country / Rock
I Just Wanted You to Know,Mark Chesnutt,0,"Are you alone, can you talk to an old friend? Right or wrong, I had to hear your voice again Unwritten law, protocol Says to leave the past alone I just wanted you to know, sometimes driving home at night I let your memory take control and you're sitting by my side I turn up the radio and cruise down old Route 59 Girl, it's solid gold Well, I'll let you go, I just wanted you to know Through the vine I heard your life has turned out well As for mine, you know it's really hard to tell 'Cause now and then what might have been Interferes with what might be I just wanted you to know, sometimes driving home at night I let your memory take control and you're sitting by my side I turn up the radio and cruise down old Route 59 Girl, it's solid gold Well, I'll let you go, I just wanted you to know Please don't cry, I'll say goodbye And I won't call you anymore But I just wanted you to know, sometimes driving home at night I let your memory take control and you're sitting by my side I turn up the radio and cruise down old Route 59 Girl, it's solid gold Well, I'll let you go, I just wanted you to know",Country / Rock
I Like It,Cardi b,1,"Yeah, baby, I like it like that You gotta believe me when I tell you I said I like it like that You gotta believe me when I tell you I said I like it like— Now I like dollars, I like diamonds I like stuntin', I like shinin' (Yeah) I like million dollar deals Where's my pen? Bitch, I'm signin' (Signin') I like those Balenciagas (Those) The ones that look like socks I like going to the jeweler I put rocks all in my watch (Cha-ching) I like texts from my exes when they want a second chance (What?) I like proving niggas wrong, I do what they say I can't They call me Cardi Bardi, banging body Spicy mami, hot tamale Hotter than a Somali, fur coat, Ferrari (Rrr, woo) Hop out the stu', jump in the coupe (Coupe) Big Dipper on top of the roof Flexing on bitches as hard as I can Eating halal, driving the Lam' Told that bitch I'm sorry, though (Sorry, though) 'Bout my coins like Mario (Mario) Yeah, they call me Cardi B I run this shit like cardio Woo, facts Diamond district in the chain, chain (I said I like it like that) Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo) Drop the top and blow the brains, woo (Woo, I said I like it like that) Oh, he's so handsome, what's his name? Yeah (Woo, facts, I said I like it) Oh, I need the dollars, cha-ching (I said I like it like that) Beat it up like piñatas (I said I like it like—; uh) Tell the driver, close the curtains (I said I like it like that, skrrt) Bad bitch make you nervous (I said I like it) Cardi B Chambean, chambean, pero no jalan (¡Jalan!) Tú compras to'a las Jordan, bo, a mí me las regalan (Jeje) I spend in the club what you have in the bank (¡Wuh; ¡yeh!) This is the new religion bang in Latino gang, gang, ¡yeh! Trato de hacer dieta, pero es que en el closet tengo mucha grasa (¡Yeh!; ¡wuh!) Ya mudé la' Gucci pa' dentro de casa, yeh (¡Wuh!) Cabrón, a ti no te conocen ni en Plaza (No) El Diablo me llama, pero Jesucristo me abraza (Amén) Guerrero como Eddie, que viva la raza, yeh Me gustan boricuas, me gustan cubanas Me gusta el acento de las colombianas (¿Qué hubo pues?) Como mueve el culo la dominicana (¿Qué lo que?) Lo rico que me chingan las venezolanas (¡Wuh!) Andamos activos, Perico Pin Pin (Wuh) Billetes de cien en el maletín (¡Ching!) Que retumbe el bajo, Bobby Valentín, yeh (¡Buh!) Aquí es prohibido amar, diles, Charytín Que pa'l picor les tengo Claritín Yo llego a la disco y se forma el motín (¡Rrrah!) Diamond district in the chain (I said I like it like that) Bad Bunny baby, bebé, bebé Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo) Drop the top and blow the brains, woo (Woo, I said I like it like that) Oh, he's so handsome, what's his name? Yeah (Woo, yeh, I said I like it) Oh, I need the dollars, cha-ching (I said I like it like that) Beat it up like piñatas (I said I like it like—) Tell the driver, close the curtains (I said I like it like that, skrrt) Bad bitch make you nervous (I said I like it, that) Como Celia Cruz tengo el azúcar (Azúca') Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah) Te vamos a tumbar la peluca Y arranca pa'l carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah) Mis tenis Balenciaga me reciben en la entrada (Wuh) Pa-Pa-Paparazzi like I'm Lady Gaga (Wuh) Y no te me hagas (Eh) Que en cover de Billboard tú has visto mi cara (Eh) No salgo de tu mente (Wuh) Donde quieras que viajes has escuchado ""Mi Gente"" Yo no soy hype, soy como el Testarossa (Hype; 'rossa) Yo soy el que se la vive y también el que la goza (Goza, goza) Es la cosa, mami es la cosa (Cosa, cosa) El que mira sufre y el que toca goza (Goza, goza, goza) I said I like it like that I said I like it like that (Rrr) I said I like it like that (Woo) I said I like it like that Diamond district in the chain (I said I like it like that) Certified, you know I'm gang, gang (I said I like it like—) Drop the top and blow the brains, woo (I said I like it like that) Oh, he's so handsome, what's his name? Yeah (I said I like it)",Hip Hop / RnB
"I Like It, I Love It",Tim McGraw,0,"Spent forty-eight dollars last night at the county fair I threw out my shoulder but I won her that teddy bear She's got me sayin' sugar-pie, honey, darlin', and dear I ain't seen the Braves play a game all year I'm gonna get fired if I don't get some sleep My long lost buddies say I'm gettin' in too deep But I like it, I love it, I want some more of it I try so hard, I can't rise above it Don't know what it is 'bout that little gal's lovin' But I like it, I love it, I want some more of it My Mama and Daddy tried to teach me courtesy But it never sank in 'til that girl got a hold of me Now I'm holdin' umbrellas and openin' up doors I'm takin' out the trash and I'm sweepin' my floors I'm crossin' my fingers and countin' every kiss Prayin' that it keeps goin' on like this 'Cause I like it, I love it, I want some more of it I try so hard, I can't rise above it Don't know what it is 'bout that little gal's lovin' But I like it, I love it, I want some more of it Gotta wash my truck and dress up To pick her up to watch TV And she sits down on the sofa, she'll move a little closer She can't get enough of me Yeah, I like it, I love it, I want some more of it I try so hard, I can't rise above it Don't know what it is 'bout that little gal's lovin' But I like it, I love it, I want some more of it Come on, baby You know what I like Yeah, I like that Mmm, mmm, mmm Hey, don't forget to turn out the lights",Country / Rock
I Love This Bar,Toby Keith,0,"We got winners, we got losers Chain smokers and boozers And we got yuppies, we got bikers We got thirsty hitchhikers And the girls next door dress up like movie stars Hmm, hmm, hmm I love this bar We got cowboys, we got truckers Broken-hearted fools and suckers And we got hustlers, we got fighters Early birds and all-nighters And the veterans talk about their battle scars Hmm, hmm, hmm I love this bar I love this bar It's my kind of place Just walkin' through the front door Puts a big smile on my face It ain't too far, come as you are Hmm, hmm, hmm I love this bar I've seen short skirts, we got high-techs Blue-collar boys and rednecks And we got lovers, lots of lookers And I've even seen dancing girls and hookers And we like to drink our beer from a mason jar Hmm, hmm, hmm I love this bar Yes I do 2:34 - 2:51 I like my truck (I like my truck) I like my girlfriend (I like my girlfriend) I like to take her out to dinner I like a movie now and then But I love this bar It's my kind of place Just trollin' around the dance floor Puts a big smile on my face No cover charge, come as you are Hmm, hmm, hmm I love this bar Hmm, hmm, hmm I just love this 'ol bar We got divorcees and a big bouncer man An old jukebox and a real bad band We got waitresses and we got barflies A dumb-ass and a wise-guy If you get too drunk just sleep out in your car Reason number 672 why Hmm, hmm, hmm I just love this bar Play it on out boys Beer-thirty's over Got to take it on home Hmm, hmm, hmm I love this bar I just love it",Country / Rock
I Love You,Martina McBride,0,"Yeah The sun is shining everyday The clouds never get in the way for you and me I've known you just a week or two But baby I'm so into you Can hardly breathe And I'm in so totally wrapped up Emotionally attracted So physically acting So recklessly I need you So desperately sure as the sky is blue Baby, I love you I love you I never knew that I could feel like this Can hardly wait till our next kiss You're so cool If I'm dreaming, please don't wake me up Because baby I can't get enough Of what you do And I'm in so electrically charged up Kinetically acting Erratically need you Fanatically you get to me Magically sure as the sky is blue Baby, I love you I, I can't believe that this is real The way I feel Baby, I'm gone head over heels (Head over heels) And I'm in so totally wrapped up Emotionally attracted So physically acting So recklessly I need you So desperately sure as the sky is blue Yeah And I'm in so electrically charged up Kinetically acting Erratically need you Fanatically you get to me Magically sure as the sky is blue Baby, I love you Baby, I love you Do you love me too Baby, I love you",Country / Rock
I Love Your Smile,Shanice,1,"(Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Sitting in my class, just drifting away Staring into the windows of the world, yeah I can't hear the teacher His books don't call me at all I don't see the bad boys trying to catch some play 'Cause I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) The clock at work says three And I wanna be free Free to scream, free to bathe Free to paint my toes all day, hoo! My boss is lame you know And so is the pay I'm gonna put that new black mini on my charge anyway 'Cause I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Hey, said I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Time came and showed me your direction Now I know I'll never ever go back Taught me that I can be a better girl With the love you give, you rock my world You dig? I'm showin' the life that I'm living This is the life that I have and it's given to you Yeah and it's true La-dee-da, twinkly dee Do you, believe in a girl like me? Shanice is the one for you to be with But when I'm caught all alone I start fessing It's from a state of depression And the thunder clouds of doubt move in I begin to wonder ""Do you still love me?"" But after that, my whole world is beautiful Blow, Branford, blow Time came and showed me your direction Now I know I'll never ever go back Taught me that I can be a better girl With the love you give, you rock my world Smile, sike! (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Ooh, I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Smile for me) (Doo-doo-doo, doo-doo, doo-doo) Yes I do boy (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Hee! I love your smile (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) I love your smile, baby (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo) (Doo-doo-doo, doo-doo, doo-doo, doo-doo) Heee, heee, heeee, heeeee I love your smile I really do",Hip Hop / RnB
I Loved Her First,Heartland,0,"Look at the two of you dancing that way Lost in the moment and each other's face So much in love your alone in this place Like there's nobody else in the world I was enough for her not long ago I was her number one, she told me so And she still means the world to me, just so you know So be careful when you hold my girl Time changes everything, life must go on And I'm not going to stand in your way But I loved her first, I held her first And a place in my heart will always be hers From the first breath she breathed When she first smiled at me I knew the love of a father runs deep And I prayed that she'd find you someday But it still hard to give her away, I loved her first How could that beautiful woman with you Be the same freckle face kid that I knew The one that I read all those fairy tales to And tucked into bed all those nights And I knew the first time I saw you with her It was only a matter of time But I loved her first and I held her first And a place in my heart will always be hers From the first breath she breathed When she first smiled at me I knew the love of a father runs deep And I prayed that she'd find you someday But its still hard to give her away I loved her first From the first breath she breathed When she first smiled at me I knew the love of a father runs deep Someday you might know what I'm going through When a miracle smiles up at you I loved her first",Country / Rock
I Miss My Friend,Darryl Worley,0,"I miss the look of surrender in your eyes The way your soft brown hair would fall I miss the power of your kiss when we made love But baby most of all I miss my friend The one my heart and soul confided in The one I felt the safest with The one who knew just what to say to make me laugh again And let the light back in I miss my friend I miss the colors that you brought into my life Your golden smile, those blue-green eyes I miss your gentle voice in lonely times like now Saying it'll be alright I miss my friend The one my heart and soul confided in The one I felt the safest with The one who knew just what to say to make me laugh again And let the light back in I miss my friend I miss those times I miss those nights I even miss the silly fights The making up The morning talks And those late afternoon walks I miss my friend The one my heart and soul confided in The one I felt the safest with",Country / Rock
I Only Lie When I Love You,Royal Blood,0,"I only lie when I love you I only crawl when I hit the ground You only cry when I love you I only lie when I make a sound Go ahead, muck about I got my conscience twisted Pull your hair, make me shout It's just that you insisted I was good for nothing Like you were onto something I only lie when I love you I only crawl when I hit the ground You only cry when I love you I only lie when I make a sound I only lie when I I only lie when I I only lie when I I only lie when I I only lie when I love you I only crawl when I hit the ground You only cry when I love you I only lie when I make a sound Go ahead, pull the plug Broken finger, sticky trigger Now I can't get it off my chest And now I'm wishing you were someone else You know I'm up to something Diagnosed, no disease Got a suspicion but you just can't find it up your sleeve And now I beg the truth be told from someone else All of that fuss for nothing I only lie when I love you I only crawl when I hit the ground You only cry when I love you I only lie when I make a sound I only lie when I I only lie when I I only lie when I I only lie when I I only lie when I love you I only crawl when I hit the ground You only cry when I love you I only lie when I make a sound",Country / Rock
I Remember,Keyshia Cole,1,"Ooh, yeah, yeah Ooh Remember Ooh, I remember And I wanna know Where were you when I said I loved you? And where were you when I cried at night? Waitin' up, couldn't sleep without you Thinkin' of all the times we shared I remember when my heart broke I remember when I gave up lovin' you My heart couldn't take no more of you I was sad and lonely I remember when I walked out I remember when I screamed I hated you But somehow, deep inside, still lovin' you Sad and lonely No one knew all the pain I went through All the love I saved deep in my heart for you Didn't know where I would go, where I would be But you made me leave And plus my heart it just, it just kept tellin' me so Oh, I remember when my heart broke I remember when I gave up lovin' you My heart couldn't take no more of you (I couldn't take no more) I was sad and lonely I remember when I walked out I remember when I said I hated you But somehow, deep inside, still lovin' you So sad and lonely There was nowhere else to go, oh Nobody else to turn to, no For the rest of my life I promised myself I will love me first, genuinely I remember when my heart broke I remember when I gave up lovin' you My heart couldn't take no more of you I was sad and lonely I remember when I walked out I remember when I said I hated you But somehow, deep inside, still lovin' you Sad and lonely I remember when I walked out I remember when I gave up lovin' you My heart couldn't take no more of you So sad and lonely, hey I remember when I stormed out I remember when I gave up lovin' you I was sad and lonely",Hip Hop / RnB
I Run to You,Lady Antebellum,0,"I run from hate I run from prejudice I run from pessimists But I run too late I run my life Or is it running me? Run from my past I run too fast Or too slow it seems When lies become the truth That's when I run to you This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to I run to you We run on fumes Your life and mine Like the sands of time Slipping right on through And our love's the only truth That's why I run to you This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to I run to you Whoa, whoa Oh, I run to you This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts comin' undone Baby, you're the only one I run to I run to you, I run to you, yeah Whoa, whoa Oh, I run to you I run to you, girl Whoa, whoa, mmm I always run to you Run to you Run to you",Country / Rock
I Sang Dixie,Dwight Yoakam,0,"I sang Dixie, as he died But people just walked on by, as I cried The bottle had robbed him of all his rebel pride So I sang Dixie, as he died He said, ""Way down yonder in the land of cotton Old times there ain't near as rotten as they are On this damned old L.A. street"" Then he drew a dying breath And laid his head against my chest Please, Lord, take his soul back home to Dixie And I sang Dixie, as he died But people just walked on by, as I cried The bottle had robbed him of all his rebel pride So I sang Dixie, as he died He said, ""Listen to me, son, while you still can Run back home to that Southern land Don't you see, what life here has done to me"" Then he closed those old blue eyes And fell limp, against my side No more pain, and now he's safe back home in Dixie And I sang Dixie, as he died But people just walked on by, as I cried The bottle had robbed him of all his rebel pride So I sang Dixie, as he died I sang Dixie, as he died",Country / Rock
I Saw God Today,George Strait,0,"Just walked down the street to the coffee shop Had to take a break I've been by her side for eighteen hours straight Saw a flower growing in the middle of the sidewalk Pushing up through the concrete Like it was planted right there for me to see The flashing lights The honking horns All seem to fade away But in the shadow of the hospital At 5:08 I saw God today I've been to church I've read the book I know He's there But I don't look Near as often as I should His fingerprints are everywhere I just look down and stop and stare Open my eyes and then I swear I Saw God Today Saw a couple walking by They were holding hands And she had that glow Yeah, I couldn't help But I noticed that she was starting to show Stood there for a minute Taking in the sky Lost in that sunset A splash of amber melting into shades of red I've been to church I've read the book I know He's there But I don't look Near as often as I should Got my face pushed up against the nursery glass She's sleeping like a rock My name on her wrist Wearing tiny pink socks She's got my nose She's got her Mama's eyes My brand new baby girl She's a miracle I Saw God Today",Country / Rock
I Saw the Light,Wynonna,0,"I laid a red rose on your front porch And wrote 'I love you' on a note I rang the doorbell and turned to go Baby when the curtains moved, I couldn't believe the view I saw the light in your window tonight I saw two shadows holdin' each other tight I know the truth, when I look in your eyes I saw the light in your window tonight So take your cheatin' hands off my red dress 'Cause I ain't wearin' this thing for you I see you clearly now and your lies too They say that love is blind, baby not this time I saw the light in your window tonight I saw two shadows holdin' each other tight I know the truth when I look in your eyes I saw the light in your window tonight Why baby why, should I listen to you? I cry baby cry, now I'm walkin' out the door They say that love is blind, baby not this time I saw the light in your window tonight I saw two shadows holdin' each other tight I know the truth when I look in your eyes I saw the light in your window tonight I know the truth when I look in your eyes I saw the light in your window tonight",Country / Rock
I See You,Luke Bryan,0,"Roll in the bar, me and my crew Their little plan to get me over you They're hookin’ me up, yeah Buyin’ me drinks with a thousand girls There's just one thing I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Don't know what you did, but you done it good You don't know how bad that I wish I could Delete you from my phone, find a girl and take her home But there's just one thing wrong I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Your lips, your eyes Girl, since you told me goodbye I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Baby, I see you Baby, I see you",Country / Rock
I Stand Alone,Godsmack,0,"I've told you this once before, you can't control me If you try to take me down, you're gonna break I feel your every nothing that you're doing for me I'm thinking you ought to make your own way I stand alone, inside I stand alone You're always hiding behind your so-called goddess So, what? You don't think that we can see your face? Resurrected back before the final falling I'll never rest until I can make my own way I'm not afraid of fading I stand alone Feeling your sting down inside me, I'm not dying for it I stand alone Everything that I believe is fading I stand alone, inside I stand alone And now, it's my time (Now it's my time) It's my time to dream (It's my time to dream) Dream of the skies (Dream of the skies) Make me believe that this place isn't plagued by the poison in me Help me decide if my fire will burn out before you can breathe Breathe into me I stand alone inside I stand alone I stand alone Feeling your sting down inside me, I'm not dying for it I stand alone Everything that I believe is fading I stand alone inside I stand alone inside I stand alone inside I stand alone inside",Country / Rock
I Still Believe in You,Vince Gill,0,"Everybody wants a little piece of my time But still I put you at the end of the line How it breaks my heart to cause you this pain To see the tears you cry fallin' like rain Give me the chance to prove And I'll make it up to you I still believe in you With a love that will always be Standin' so strong and true Baby, I still believe in you and me Somewhere along the way, I guess I just lost track Only thinkin' of myself and never lookin' back For all the times I've hurt you, I apologize I'm sorry it took so long to finally realize Give me the chance to prove That nothing's worth losing you I still believe in you With a love that will always be Standin' so strong and true Baby, I still believe in you and me Baby, I still believe in you With a love that will always be Standin' so strong and true Baby, I still believe in you and me",Country / Rock
I Swear,John Michael Montgomery,0,"I see the questions in your eyes I know what's weighing on your mind But you can be sure I know my part 'Cause I'll stand beside you through the years You'll only cry those happy tears And though I'll make mistakes, I'll never break your heart I swear, by the moon and the stars in the sky I'll be there I swear, like the shadow that's by your side I'll be there For better or worse, 'til death do us part I'll love you with every beat of my heart I swear I'll give you everything I can I'll build your dreams with these two hands We'll hang some memories on the wall And when there's silver in your hair You won't have to ask if I still care 'Cause as time turns the page, my love won't age at all I swear, by the moon and the stars in the sky I'll be there I swear, like the shadow that's by your side I'll be there For better or worse, 'til death do us part I'll love you with every beat of my heart I swear I swear, by the moon and the stars in the sky I'll be there I swear, like the shadow that's by your side I'll be there For better or worse, 'til death do us part I'll love you with every beat of my heart I swear I swear",Country / Rock
I Think They Like Me,Dem Franchize Boyz,1,Yea these niggas like haters want to fight me Yea these niggas mad cuz I came up over night B Yea I switch it up I got 9 kuff tightly So you betta do the right thing like Spike Lee Yep I'm superclean rock jeans wit a white tee Niggas round here soft but like niggas want to bite me If you had some figures you will be just like me Yea these niggas mad cuz I shining like a light B Niggas talking bout yep in there muthafuckin throwback He ain't real you know dat ? y he sold that We stepping on these niggas like a muthafuckin door mat When I hit the scene they take pictures call me Kodak These hoes goin crazy like think they need some prozac We the hottest thing that ya rockin and you no dat Yo bitch chosed up and she don't want to go back We stackin big faces cuz we still spending ? (Chorus 16X) Ohh I think they like me Haters want to fight me I'm snatching ya ass up First nigga act up first nigga get bust T-shirt stravaganza (franchize the white tee boyz) Self made self paid we latch around in our white tee Ashy black shirt well get down in ya brown tee My hundred throwback we sport a jersey by Ali And if he make one (then all them sike me) I'm all about my cash ride around wit a nice peace Ear piece icy they straight like me You heard pimpin playa ( they shine so brightly) Don't stand so close vision will ? Respect my whole squad no you can't even touch us cuz Role out the red carpet high 5 and show us love Carry barretas count cheddar we transedda I'm a franchize niggga have a mil or betta (chorus) I love to muthafuckin fight But when shit get thick I grab the k he grab the pipe So when I'm wrong or he right,Hip Hop / RnB
I Wanna Be Down,Brandy,1,"I would like to get to know if I could be The kind of girl that you could be down for 'Cause when I look at you, I feel something tell me That you're the kind of guy that I should make a move on And if I don't let you know, then I won't be for real I could be wrong, but I feel like something could be going on The more I see you, the more that it becomes so true There ain't no other for me, it's only you (Down) I wanna be down With what you're going through I wanna be down (Down) I wanna be down with you (Down with you) No matter the time (Oh) Of day or night, it's true (Yeah-oh, yeah) I wanna be down I know anybody's gonna be lonely Without the reason they got someone to care for Maybe all you need's a shoulder to cry on If that's a fact, then I'll be more than you ever could dream of If all you need is my time, that I got plenty of I'll dedicate all my love until you want me, baby I wanna stay by your side Be there to cool you out And let you know everything will be alright I wanna be down (Down, whoa-ooh yeah) With what you're going through (Yeah) I wanna be down (I wanna be down) I wanna be down with you (With you) No matter the time (No matter the time) Of day or night, it's true (Baby) I wanna be down (Wanna be, got to be down) I wanna be down With what you're going through (Oh, oh-yeah) I wanna be down (I wanna be down) I wanna be down with you (Ay, I wanna be down) No matter the time (No matter the time) Of day or night, it's true (Of day or night, it's true) I wanna be down (I wanna be down, down, down) Down, down, down Oh yeah, yeah-yeah-yeah-yeah Down, down, down, down, down I wanna be down (I wanna be down) With what you're going through (With only you, my baby) I wanna be down (I wanna be down) I wanna be down with you (With only you) No matter the time (Oh yeah) Of day or night, it's true I wanna be down (Wanna be, got to be down) I wanna be down (I wanna be) With what you're going through (I got to be) I wanna be down (I wanna be, yeah) I wanna be down with you (Down with you) No matter the time (Ooh yeah) Of day or night, it's true (I wanna be, yeah) I wanna be down (Down, down, oh-oh yeah) I wanna be down (I wanna be down, oh yeah) With what you're going through (I wanna be down) I wanna be down (Yeah) I wanna be down with you (Down with you) No matter the time (Down with you) Of day or night, it's true (Yeah, yeah, I wanna be down) I wanna be down (Yeah, yeah) I wanna be down (Hey, yeah) (I wanna be down, down, down, down) With what you're going through (I got to be down) I wanna be down (Yeah) I wanna be down with you (Oh-oh, yeah) No matter the time (No matter the time) Of day or night, it's true (Down, down, down) I wanna be down (Oh-oh, down, down)",Hip Hop / RnB
